Name,Suburb,Postcode,School Level
Mary MacKillop College,Kensington,5068,High/Secondary Schools
Trinity College North School,Evanston South,5116,Primary/Secondary Schools
Saint Martins Lutheran College,Mount Gambier,5290,Primary/Secondary Schools
St Mark's College,Port Pirie,5540,Primary/Secondary Schools
Cabra Dominican College,Cumberland Park,5041,Primary/Secondary Schools
St Mary's College,Adelaide,5000,Primary/Secondary Schools
St Paul's College,Gilles Plains,5086,Primary/Secondary Schools
Mount Barker Waldorf School,Mount Barker,5251,Primary/Secondary Schools
Star of the Sea School,Henley Beach,5022,Primary Schools
Sacred Heart College Middle School,Mitchell Park,5043,Primary/Secondary Schools
Samaritan College - Saint John's Campus,Whyalla,5600,High/Secondary Schools
Saint Michael's College,Henley Beach,5022,Primary/Secondary Schools
Pembroke School,Kensington Park,5068,Primary/Secondary Schools
Saint David's Parish School,Tea Tree Gully,5091,Primary Schools
Portside Christian College,New Port,5015,Primary/Secondary Schools
Sunrise Christian School Marion,Marion,5043,Primary/Secondary Schools
Prescott College Southern,Morphett Vale,5162,Primary/Secondary Schools
Unity College Inc,Murray Bridge,5253,Primary/Secondary Schools
Holy Family Catholic School,Parafield Gardens,5107,Primary Schools
Waikerie Lutheran Primary School,Waikerie,5330,Primary Schools
Thomas More College,Salisbury Downs,5108,High/Secondary Schools
Emmaus Christian College,South Plympton,5038,Primary/Secondary Schools
Torrens Valley Christian School,Hope Valley,5090,Primary/Secondary Schools
Southern Vales Christian College Morphett Vale,Morphett Vale,5162,Primary/Secondary Schools
Good Shepherd Lutheran School - Para Vista,Para Vista,5093,Primary Schools
St Mark's Lutheran Primary School,Mount Barker,5251,Primary Schools
King's Baptist Grammar School,Wynn Vale,5127,Primary/Secondary Schools
The Hills Montessori School,Aldgate,5154,Primary/Secondary Schools
Hope Christian College,Craigmore,5114,Primary/Secondary Schools
Bethany Christian School Inc,Paralowie,5108,Primary Schools
Navigator College,Port Lincoln,5606,Primary/Secondary Schools
School of the Nativity,Aberfoyle Park,5159,Primary Schools
Pilgrim School,Aberfoyle Park,5159,Primary Schools
Tyndale Christian School,Salisbury East,5109,Primary/Secondary Schools
Pedare Christian College,Golden Grove,5125,Primary/Secondary Schools
St Martin de Porres School,Sheidow Park,5158,Primary Schools
Rivergum College,Glossop,5344,Primary Schools
Horizon Christian School,Balaklava,5461,Primary/Secondary Schools
Meridian School,Aberfoyle Park,5159,Primary/Secondary Schools
Tatachilla Lutheran College,McLaren Vale,5171,Primary/Secondary Schools
Xavier College,Gawler Belt,5118,High/Secondary Schools
Australian Islamic College Adelaide,West Croydon,5008,Primary/Secondary Schools
Endeavour College,Mawson Lakes,5095,Primary/Secondary Schools
St John's Grammar School,Belair,5052,Primary/Secondary Schools
St Andrew's School,Walkerville,5081,Primary Schools
Our Lady Queen of Peace School,Albert Park,5014,Primary Schools
Saint Peter's Woodlands Grammar School,Glenelg,5045,Primary Schools
Our Lady of the River School,Berri,5343,Primary Schools
St Teresa's School - Brighton,Brighton,5048,Primary Schools
Immaculate Heart of Mary School,Brompton,5007,Primary Schools
St John Bosco School,Brooklyn Park,5032,Primary Schools
Encounter Lutheran College,Victor Harbor,5211,Primary/Secondary Schools
St Francis of Assisi School,Newton,5074,Primary Schools
St John the Apostle Catholic School,Christies Beach,5165,Primary Schools
St Joseph's School - Clare,Clare,5453,Primary Schools
St Gabriel's School,Enfield,5085,Primary Schools
St Therese Primary School,Colonel Light Gardens,5041,Primary Schools
Saint Margaret Mary's School,Croydon Park,5008,Primary Schools
St Anthony's School,Edwardstown,5039,Primary Schools
St Patrick's Special School,Dulwich,5065,Primary/Secondary Special Schools
St Mary Magdalene's School,Elizabeth Grove,5112,Primary Schools
St Thomas More School,Elizabeth Park,5113,Primary Schools
St Joseph's Parish Primary School,Gladstone,5473,Primary Schools
Our Lady of La Vang School,Flinders Park,5025,Primary/Secondary Special Schools
Our Lady of Grace School,Glengowrie,5044,Primary Schools
St Thomas' School,Goodwood,5034,Primary Schools
St Martin's Catholic Primary School,Greenacres,5086,Primary Schools
St Joseph's School - Hectorville,Hectorville,5073,Primary Schools
Nazareth Catholic College,Findon,5023,Primary/Secondary Schools
St James' School,Jamestown,5491,Primary Schools
St Brigid's School,Kilburn,5084,Primary Schools
St Joseph's School - Kingswood,Kingswood,5062,Primary Schools
Mid North Christian College,Port Pirie,5540,Primary/Secondary Schools
St Francis School,Lockleys,5032,Primary Schools
St Albert's Catholic School,Loxton,5333,Primary Schools
St Patrick's School,Mansfield Park,5012,Primary Schools
Pinnacle College,Gilles Plains,5086,Primary/Secondary Schools
St Anthony's Catholic Primary School,Millicent,5280,Primary Schools
Saint Francis de Sales College,Mount Barker,5251,Primary/Secondary Schools
St Joseph's School - Murray Bridge,Murray Bridge,5253,Primary Schools
St Joseph's Memorial School,Norwood,5067,Primary Schools
St Joseph's School - Ottoway,Ottoway,5013,Primary Schools
St Raphael's School,Parkside,5063,Primary Schools
St Joseph's School - Payneham,Payneham,5070,Primary Schools
Mary MacKillop Memorial School,Penola,5277,Primary Schools
St Joseph's School - Peterborough,Peterborough,5422,Primary Schools
St John the Baptist Catholic School,Plympton,5038,Primary Schools
Rosary School,Prospect,5082,Primary Schools
Tenison Woods Catholic School,Richmond,5033,Primary Schools
Our Lady of Mt Carmel Parish School,Pennington,5013,Primary Schools
St Bernadette's School,St Marys,5042,Primary Schools
St Augustine's Parish School,Salisbury,5108,Primary Schools
Stella Maris Parish School,Seacombe Gardens,5047,Primary Schools
St Patrick's Technical College Northern Adelaide,Edinburgh North,5113,High/Secondary Schools
Marcellin Technical College,Christie Downs,5164,High/Secondary Schools
St Catherine's School,Stirling,5152,Primary Schools
Our Lady of the Visitation School,Taperoo,5017,Primary Schools
St Joseph's School - Tranmere,Tranmere,5073,Primary Schools
St Monica's Parish School,Walkerville,5081,Primary Schools
St Mary MacKillop School,Wallaroo,5556,Primary Schools
Christ the King School,Warradale,5046,Primary Schools
Samaritan College - St Teresa's Campus,Whyalla,5600,Primary Schools
Samaritan:Our Lady Help of Christians Campus,Whyalla Stuart,5608,Primary Schools
St Pius X School,Windsor Gardens,5087,Primary Schools
Whitefriars School,Woodville Park,5011,Primary Schools
St Columba's Memorial School,Yorketown,5576,Primary Schools
Good Shepherd Lutheran School - Angaston,Angaston,5353,Primary Schools
Saint John's Lutheran School - Eudunda,Eudunda,5374,Primary Schools
St Michael's Lutheran Primary School,Hahndorf,5245,Primary Schools
Concordia College - St John's Campus,Highgate,5063,Primary Schools
Redeemer Lutheran School,Nuriootpa,5355,Primary Schools
Lobethal Lutheran School,Lobethal,5241,Primary Schools
Loxton Lutheran School,Loxton,5333,Primary Schools
St Jakobi Lutheran School,Lyndoch,5351,Primary Schools
Maitland Lutheran School,Maitland,5573,Primary Schools
Unity College Spring Head,Mount Torrens,5244,Primary Schools
Tanunda Lutheran School Inc,Tanunda,5352,Primary Schools
Prescott Primary Northern,Para Vista,5093,Primary Schools
St Paul Lutheran School,Blair Athol,5084,Primary Schools
Caritas College,Port Augusta West,5700,Primary/Secondary Schools
Antonio Catholic School,Morphett Vale,5162,Primary Schools
Suneden Special School,Mitchell Park,5043,Primary/Secondary Special Schools
Galilee Catholic School,Aldinga,5173,Primary Schools
Flexible Accredited Meaningful Education,Christie Downs,5164,High/Secondary Schools
Garden College,Parafield Gardens,5107,Primary/Secondary Schools
Sunrise Christian School: Fullarton Campus,Fullarton,5063,Primary Schools
Dara Village School,Park Holme,5043,Primary Schools
Playford College,Elizabeth,5112,Primary Schools
Sunrise Christian School,Mile End,5031,Primary/Secondary Schools
Vineyard Lutheran School,Clare,5453,Primary Schools
Investigator College - Goolwa Campus,Goolwa,5214,Primary/Secondary Schools
Investigator College - Victor Harbor Campus,Victor Harbor,5211,Primary/Secondary Schools
Port Lincoln Children's Centre CCC,Port Lincoln,5606,Community Managed CCCs
Emmaus Catholic School,Woodcroft,5162,Primary Schools
All Saints Catholic Primary School,Seaford,5169,Primary Schools
Our Lady of Hope School,Greenwith,5125,Primary Schools
